locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBJMCHFD_03453	CDS	846	lipL_2	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
FBJMCHFD_03454	CDS	900	cysL_4		COG0583	HTH-type transcriptional regulator CysL
FBJMCHFD_03455	CDS	972	pta_3	2.3.1.8	COG0280	Phosphate acetyltransferase
FBJMCHFD_03456	CDS	765		1.11.1.-	COG3253	Putative heme-dependent peroxidase
FBJMCHFD_03457	CDS	780	bacG_2	1.3.1.-	COG1028	NADPH-dependent reductase BacG
FBJMCHFD_03458	CDS	1215	bacF_2	2.6.1.-	COG0436	Transaminase BacF
FBJMCHFD_03459	CDS	1185	bacE_2			Putative bacilysin exporter BacE
FBJMCHFD_03460	CDS	1419	bacD_2	6.3.2.49	COG0439	Alanine--anticapsin ligase
FBJMCHFD_03461	CDS	762	bacC_4	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FBJMCHFD_03462	CDS	708	bacB_2	5.3.3.19		H2HPP isomerase
FBJMCHFD_03463	CDS	615	bacA_2	4.1.1.100		Prephenate decarboxylase
FBJMCHFD_03464	CDS	1239	pbuE_5		COG2814	Purine efflux pump PbuE
FBJMCHFD_03465	CDS	1413	rocC_5		COG0833	Amino-acid permease RocC
FBJMCHFD_03466	CDS	1701	rocB_2		COG4187	Protein RocB
FBJMCHFD_03467	CDS	1548	rocA_2	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase
FBJMCHFD_03468	CDS	1275	rocG_2	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
FBJMCHFD_03469	CDS	465	bslB			putative biofilm-surface layer protein B
FBJMCHFD_03470	CDS	456	rfbC_2	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
FBJMCHFD_03471	CDS	852	rmlD_2	1.1.1.133		dTDP-4-dehydrorhamnose reductase
FBJMCHFD_03472	CDS	948	rfbB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
FBJMCHFD_03473	CDS	741	rmlA_2	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
FBJMCHFD_03474	CDS	1020	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FBJMCHFD_03475	CDS	723	kdsB_2	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
FBJMCHFD_03476	CDS	1122	spsE_2		COG2089	Spore coat polysaccharide biosynthesis protein SpsE
FBJMCHFD_03477	CDS	870	wecD_2	2.3.1.210		dTDP-fucosamine acetyltransferase
FBJMCHFD_03478	CDS	1170	arnB_2	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
FBJMCHFD_03479	CDS	1380				hypothetical protein
FBJMCHFD_03480	CDS	771	spsA_2		COG0463	Spore coat polysaccharide biosynthesis protein SpsA
FBJMCHFD_03481	CDS	546	gerQ_2			Spore coat protein GerQ
FBJMCHFD_03482	CDS	372				hypothetical protein
FBJMCHFD_03483	CDS	1323	ywdJ_2		COG2233	Putative purine permease YwdJ
FBJMCHFD_03484	CDS	318	ywdI_2			putative protein YwdI
FBJMCHFD_03485	CDS	321	nasC_1	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
FBJMCHFD_03486	CDS	2418	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
FBJMCHFD_03487	CDS	321	nasE_1	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
FBJMCHFD_03488	CDS	1440	nasF_1	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
FBJMCHFD_03489	CDS	1011	ycgT_1	1.18.1.2	COG0492	Ferredoxin--NADP reductase 1
FBJMCHFD_03490	CDS	1236	putR_2			Proline-responsive transcriptional activator PutR
FBJMCHFD_03491	CDS	1431	putP_1		COG0591	High-affinity proline transporter PutP
FBJMCHFD_03492	CDS	1548	putC_1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 2
FBJMCHFD_03493	CDS	912	putB_1	1.5.5.2	COG0506	Proline dehydrogenase 2
FBJMCHFD_03494	CDS	771				hypothetical protein
FBJMCHFD_03495	CDS	957	cah_1	3.1.1.41	COG3458	Cephalosporin-C deacetylase
FBJMCHFD_03496	CDS	561	aroK_1	2.7.1.71	COG0703	Shikimate kinase
FBJMCHFD_03497	CDS	1311	dgoT			D-galactonate transporter
FBJMCHFD_03498	CDS	789	asbF	4.2.1.118		3-dehydroshikimate dehydratase
FBJMCHFD_03499	CDS	597	tmrB_1			Tunicamycin resistance protein
FBJMCHFD_03500	CDS	285				hypothetical protein
FBJMCHFD_03501	CDS	819	nadE_1	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
FBJMCHFD_03502	CDS	597				hypothetical protein
FBJMCHFD_03503	CDS	1329	potE			Putrescine transporter PotE
FBJMCHFD_03504	CDS	762				hypothetical protein
FBJMCHFD_03505	CDS	630				hypothetical protein
FBJMCHFD_03506	CDS	462				hypothetical protein
FBJMCHFD_03507	CDS	1533	bmr3_3			Multidrug resistance protein 3
FBJMCHFD_03508	CDS	954	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
FBJMCHFD_03509	CDS	183	amyE_1	3.2.1.1		Alpha-amylase
FBJMCHFD_03510	CDS	1473	amyE_2	3.2.1.1		Alpha-amylase
FBJMCHFD_03511	CDS	489				hypothetical protein
FBJMCHFD_03512	CDS	1434				hypothetical protein
FBJMCHFD_03513	CDS	1122	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
FBJMCHFD_03514	CDS	882	opuAC_1		COG2113	Glycine betaine-binding protein OpuAC
FBJMCHFD_03515	CDS	849	opuAB_1		COG4176	Glycine betaine transport system permease protein OpuAB
FBJMCHFD_03516	CDS	1173	opuAA_1	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
FBJMCHFD_03517	CDS	468				hypothetical protein
FBJMCHFD_03518	CDS	558	sigD_1		COG1191	RNA polymerase sigma-D factor
FBJMCHFD_03519	CDS	237	sigD_2		COG1191	RNA polymerase sigma-D factor
FBJMCHFD_03520	CDS	501	cheD_1	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
FBJMCHFD_03521	CDS	630	cheC_1	3.-.-.-	COG1776	CheY-P phosphatase CheC
FBJMCHFD_03522	CDS	474	cheW_1		COG0835	Chemotaxis protein CheW
FBJMCHFD_03523	CDS	2019	cheA_1	2.7.13.3	COG0643	Chemotaxis protein CheA
FBJMCHFD_03524	CDS	1068	cheB_2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
FBJMCHFD_03525	CDS	894	ylxH_1		COG0455	Flagellum site-determining protein YlxH
FBJMCHFD_03526	CDS	1092	flhF_1		COG1419	Flagellar biosynthesis protein FlhF
FBJMCHFD_03527	CDS	2034	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
FBJMCHFD_03528	CDS	1083	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
FBJMCHFD_03529	CDS	780	fliR		COG1684	Flagellar biosynthetic protein FliR
FBJMCHFD_03530	CDS	270	fliQ_1		COG1987	Flagellar biosynthetic protein FliQ
FBJMCHFD_03531	CDS	666	fliP_1		COG1338	Flagellar biosynthetic protein FliP
FBJMCHFD_03532	CDS	654				hypothetical protein
FBJMCHFD_03533	CDS	363	cheY_1		COG0784	Chemotaxis protein CheY
FBJMCHFD_03534	CDS	1155				hypothetical protein
FBJMCHFD_03535	CDS	999	fliM_1		COG1868	Flagellar motor switch protein FliM
FBJMCHFD_03536	CDS	420				hypothetical protein
FBJMCHFD_03537	CDS	216	swrD		COG1582	Swarming motility protein SwrD
FBJMCHFD_03538	CDS	777	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
FBJMCHFD_03539	CDS	441				hypothetical protein
FBJMCHFD_03540	CDS	1344				hypothetical protein
FBJMCHFD_03541	CDS	615				hypothetical protein
FBJMCHFD_03542	CDS	444	fliJ_1		COG2882	Flagellar FliJ protein
FBJMCHFD_03543	CDS	1317	yscN_1	7.1.2.2		putative ATP synthase YscN
FBJMCHFD_03544	CDS	756				hypothetical protein
FBJMCHFD_03545	CDS	1017	fliG_1		COG1536	Flagellar motor switch protein FliG
FBJMCHFD_03546	CDS	1611				hypothetical protein
FBJMCHFD_03547	CDS	321	fliE		COG1677	Flagellar hook-basal body complex protein FliE
FBJMCHFD_03548	CDS	453	flgC_1		COG1558	Flagellar basal-body rod protein FlgC
FBJMCHFD_03549	CDS	390	flgB_1		COG1815	Flagellar basal body rod protein FlgB
FBJMCHFD_03550	CDS	780	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
FBJMCHFD_03551	CDS	1404	clpY_1		COG1220	ATP-dependent protease ATPase subunit ClpY
FBJMCHFD_03552	CDS	546	clpQ_1	3.4.21.-	COG5405	ATP-dependent protease subunit ClpQ
FBJMCHFD_03553	CDS	918	xerC_3		COG4974	Tyrosine recombinase XerC
FBJMCHFD_03554	CDS	1308	trmFO_1	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
FBJMCHFD_03555	CDS	2076	topA_1	5.6.2.1		DNA topoisomerase 1
FBJMCHFD_03556	CDS	156	mhqN_2	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase MhqN
FBJMCHFD_03557	CDS	939	mhqO_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
FBJMCHFD_03558	CDS	390	mhqP_2	1.-.-.-	COG2259	Putative oxidoreductase MhqP
FBJMCHFD_03559	CDS	339				hypothetical protein
FBJMCHFD_03560	CDS	384				hypothetical protein
FBJMCHFD_03561	CDS	429	cwlJ_1		COG3773	Cell wall hydrolase CwlJ
FBJMCHFD_03562	CDS	1752	phoD_1	3.1.3.1	COG3540	Alkaline phosphatase D
FBJMCHFD_03563	CDS	198	tatAd_1			Sec-independent protein translocase protein TatAd
FBJMCHFD_03564	CDS	726	tatC1_1		COG0805	Sec-independent protein translocase protein TatCd
FBJMCHFD_03565	CDS	648	pcp_1	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
FBJMCHFD_03566	CDS	1128	csd	2.8.1.7		putative cysteine desulfurase
FBJMCHFD_03567	CDS	1434	emrB_2			Multidrug export protein EmrB
FBJMCHFD_03568	CDS	567	yxaF_2			putative HTH-type transcriptional regulator YxaF
FBJMCHFD_03569	CDS	1116	ansZ_1	3.5.1.1	COG0252	L-asparaginase 2
FBJMCHFD_03570	CDS	645	estA_1	3.1.1.3		Lipase EstA
FBJMCHFD_03571	CDS	1071				hypothetical protein
FBJMCHFD_03572	CDS	369	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
FBJMCHFD_03573	CDS	576	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
FBJMCHFD_03574	CDS	996	ycdA_1			putative lipoprotein YcdA
FBJMCHFD_03575	CDS	1401				hypothetical protein
FBJMCHFD_03576	CDS	1359				hypothetical protein
FBJMCHFD_03577	CDS	504	cwlK_1	3.4.-.-		Peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK
FBJMCHFD_03578	CDS	1122	rapJ_1	3.1.-.-		Response regulator aspartate phosphatase J
FBJMCHFD_03579	CDS	780	ycdF_1	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
FBJMCHFD_03580	CDS	1680	ycdG_1	3.2.1.10	COG0366	putative oligo-1,6-glucosidase 2
FBJMCHFD_03581	CDS	1005	znuA_1		COG0803	High-affinity zinc uptake system binding-protein ZnuA
FBJMCHFD_03582	CDS	696	znuC_1	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
FBJMCHFD_03583	CDS	834	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
FBJMCHFD_03584	CDS	996				hypothetical protein
FBJMCHFD_03585	CDS	597	yceC_1		COG2310	Stress response protein SCP2
FBJMCHFD_03586	CDS	582	yceD_1		COG2310	General stress protein 16U
FBJMCHFD_03587	CDS	579	yceD_2		COG2310	General stress protein 16U
FBJMCHFD_03588	CDS	774	alx		COG0861	Putative membrane-bound redox modulator Alx
FBJMCHFD_03589	CDS	1623				hypothetical protein
FBJMCHFD_03590	CDS	1089				TelA-like protein
FBJMCHFD_03591	CDS	579	spo0B_2	2.7.-.-		Sporulation initiation phosphotransferase B
FBJMCHFD_03592	CDS	1287	obg_2	3.6.5.-	COG0536	GTPase Obg
FBJMCHFD_03593	CDS	444				hypothetical protein
FBJMCHFD_03594	CDS	858	pheA_2			Bifunctional chorismate mutase/prephenate dehydratase
FBJMCHFD_03595	CDS	543	nadR_2		COG1827	Transcription repressor NadR
FBJMCHFD_03596	CDS	1188	nifS_2	2.8.1.7	COG1104	Putative cysteine desulfurase NifS
FBJMCHFD_03597	CDS	1596	nadB_2	1.4.3.16	COG0029	L-aspartate oxidase
FBJMCHFD_03598	CDS	870	nadC_2	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
FBJMCHFD_03599	CDS	1107	nadA_2	2.5.1.72	COG0379	Quinolinate synthase A
FBJMCHFD_03600	CDS	1164	safA_2			SpoIVD-associated factor A
FBJMCHFD_03601	CDS	597	coxA_2			Sporulation cortex protein CoxA
FBJMCHFD_03602	CDS	723	yebC		COG0217	putative transcriptional regulatory protein YebC
FBJMCHFD_03603	CDS	1455	acp			Sodium/proton-dependent alanine carrier protein
FBJMCHFD_03604	CDS	141				hypothetical protein
FBJMCHFD_03605	CDS	447				hypothetical protein
FBJMCHFD_03606	CDS	123				hypothetical protein
FBJMCHFD_03607	CDS	648				hypothetical protein
FBJMCHFD_03608	CDS	1026	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
FBJMCHFD_03609	CDS	1308	csbX		COG0477	Alpha-ketoglutarate permease
FBJMCHFD_03610	CDS	513	bofC_2			Protein BofC
FBJMCHFD_03611	CDS	606	ruvA_2	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
FBJMCHFD_03612	CDS	1005	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
FBJMCHFD_03613	CDS	201				hypothetical protein
FBJMCHFD_03614	CDS	1029	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
FBJMCHFD_03615	CDS	1146	tgt_2	2.4.2.29		Queuine tRNA-ribosyltransferase
FBJMCHFD_03616	CDS	270	yajC_2		COG1862	Sec translocon accessory complex subunit YajC
FBJMCHFD_03617	CDS	453				hypothetical protein
FBJMCHFD_03618	CDS	657				hypothetical protein
FBJMCHFD_03619	CDS	1557	spoVB_2		COG2244	Stage V sporulation protein B
FBJMCHFD_03620	CDS	297	comN_2			Post-transcriptional regulator ComN
FBJMCHFD_03621	CDS	2214	secDF_2		COG0341	Protein translocase subunit SecDF
FBJMCHFD_03622	CDS	498	khtT_3		COG0490	K(+)/H(+) antiporter subunit KhtT
FBJMCHFD_03623	CDS	324	lapA_2			Lipopolysaccharide assembly protein A
FBJMCHFD_03624	CDS	2361				hypothetical protein
FBJMCHFD_03625	CDS	513	apt_2	2.4.2.7		Adenine phosphoribosyltransferase
FBJMCHFD_03626	CDS	936	groL_1		COG0459	60 kDa chaperonin
FBJMCHFD_03627	CDS	1791	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FBJMCHFD_03628	CDS	591				hypothetical protein
FBJMCHFD_03629	CDS	2028	dap	3.4.11.19		D-aminopeptidase
FBJMCHFD_03630	CDS	516	degU_4		COG2197	Transcriptional regulatory protein DegU
FBJMCHFD_03631	CDS	2502				hypothetical protein
FBJMCHFD_03632	CDS	1062	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
FBJMCHFD_03633	CDS	1377	xylP_1			Isoprimeverose transporter
FBJMCHFD_03634	CDS	963	scrK_1	2.7.1.4	COG0524	Fructokinase
FBJMCHFD_03635	CDS	318				hypothetical protein
FBJMCHFD_03636	CDS	687	ydjF_1		COG1842	Phage shock protein A 
FBJMCHFD_03637	CDS	1026	priA_2	3.6.4.-		primosomal protein N'
FBJMCHFD_03638	CDS	759				hypothetical protein
FBJMCHFD_03639	CDS	1005				hypothetical protein
FBJMCHFD_03640	CDS	1932	oatA_3	2.3.1.-		O-acetyltransferase OatA
FBJMCHFD_03641	CDS	861	rsiV_2			Anti-sigma-V factor RsiV
FBJMCHFD_03642	CDS	498	sigV_3		COG1595	RNA polymerase sigma factor SigV
FBJMCHFD_03643	CDS	1041	gutB_2	1.1.1.-	COG1063	Sorbitol dehydrogenase
FBJMCHFD_03644	CDS	369	ydjM_2			putative protein YdjM
FBJMCHFD_03645	CDS	1047	tolB_1			Tol-Pal system protein TolB
FBJMCHFD_03646	CDS	270				hypothetical protein
FBJMCHFD_03647	CDS	210				hypothetical protein
FBJMCHFD_03648	CDS	1539	cotA_1		COG2132	Spore coat protein A
FBJMCHFD_03649	CDS	1386	gabP_1		COG1113	GABA permease
FBJMCHFD_03650	CDS	963				hypothetical protein
FBJMCHFD_03651	CDS	1185				hypothetical protein
FBJMCHFD_03652	CDS	2208				hypothetical protein
FBJMCHFD_03653	CDS	390				hypothetical protein
FBJMCHFD_03654	CDS	531				hypothetical protein
FBJMCHFD_03655	CDS	732	yueD_2	1.1.1.320		Benzil reductase ((S)-benzoin forming)
FBJMCHFD_03656	CDS	465				hypothetical protein
FBJMCHFD_03657	CDS	3180	yueB_2		COG1511	ESX secretion system protein YueB
FBJMCHFD_03658	CDS	4521	eccC_2		COG1674	ESX secretion system protein EccC
FBJMCHFD_03659	CDS	1356	essB_2		COG4499	Type VII secretion system protein EssB
FBJMCHFD_03660	CDS	240	yukD_2		COG5417	ESX secretion system protein YukD
FBJMCHFD_03661	CDS	294	yukE_2		COG4842	Protein YukE
FBJMCHFD_03662	CDS	1230	putR_3			Proline-responsive transcriptional activator PutR
FBJMCHFD_03663	CDS	1137	ald_2	1.4.1.1	COG0686	Alanine dehydrogenase
FBJMCHFD_03664	CDS	678				hypothetical protein
FBJMCHFD_03665	CDS	210	mbtH_2		COG3251	Protein MbtH
FBJMCHFD_03666	CDS	7137	dhbF_2		COG1020	Dimodular nonribosomal peptide synthase
FBJMCHFD_03667	CDS	939	dhbB_2	3.3.2.1	COG1535	Isochorismatase
FBJMCHFD_03668	CDS	1620	dhbE_2	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
FBJMCHFD_03669	CDS	1197	dhbC_2	5.4.4.2	COG1169	Isochorismate synthase DhbC
FBJMCHFD_03670	CDS	786	dhbA_2	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
FBJMCHFD_03671	CDS	870	besA_2	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
FBJMCHFD_03672	CDS	597	yedY1_2		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
FBJMCHFD_03673	CDS	603	bioY_3		COG1268	Biotin transporter BioY
FBJMCHFD_03674	CDS	201				hypothetical protein
FBJMCHFD_03675	CDS	204	ureC_2	3.5.1.5	COG0804	Urease subunit alpha
FBJMCHFD_03676	CDS	402	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
FBJMCHFD_03677	CDS	642				hypothetical protein
FBJMCHFD_03678	CDS	384				hypothetical protein
FBJMCHFD_03679	CDS	774	mta_2		COG0789	HTH-type transcriptional activator mta
FBJMCHFD_03680	CDS	1491	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
FBJMCHFD_03681	CDS	438				hypothetical protein
FBJMCHFD_03682	CDS	1779	kdsB_3	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
FBJMCHFD_03683	CDS	519				hypothetical protein
FBJMCHFD_03684	CDS	498	ywnH_2	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
FBJMCHFD_03685	CDS	873	spoIIQ_2		COG0739	Stage II sporulation protein Q
FBJMCHFD_03686	CDS	423	ywnJ_2			putative membrane protein YwnJ
FBJMCHFD_03687	CDS	582	bcrC_3	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
FBJMCHFD_03688	CDS	351	nrgB_2		COG0347	Nitrogen regulatory PII-like protein
FBJMCHFD_03689	CDS	1215	nrgA_2			Ammonium transporter
FBJMCHFD_03690	CDS	462				hypothetical protein
FBJMCHFD_03691	CDS	570	yecD_2	3.-.-.-	COG1335	Isochorismatase family protein YecD
FBJMCHFD_03692	CDS	1362	ribZ_4			Riboflavin transporter RibZ
FBJMCHFD_03693	CDS	1473	pucI_4		COG1953	putative allantoin permease
FBJMCHFD_03694	CDS	1407				hypothetical protein
FBJMCHFD_03695	CDS	1191	yhhS_2			putative MFS-type transporter YhhS
FBJMCHFD_03696	CDS	414			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
FBJMCHFD_03697	CDS	282	spoIIID_2			Stage III sporulation protein D
FBJMCHFD_03698	CDS	1002	mbl_2		COG1077	Cell shape-determining protein Mbl
FBJMCHFD_03699	CDS	813	flgG_4		COG4786	Flagellar basal-body rod protein FlgG
FBJMCHFD_03700	CDS	810	flgG_5		COG4786	Flagellar basal-body rod protein FlgG
FBJMCHFD_03701	CDS	1065	rapF_4	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
FBJMCHFD_03702	CDS	471	fabZ_4	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FBJMCHFD_03703	CDS	396	mscL_2		COG1970	Large-conductance mechanosensitive channel
FBJMCHFD_03704	CDS	867	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
FBJMCHFD_03705	CDS	309	ywpE	3.4.22.-	COG3764	Putative sortase YwpE
FBJMCHFD_03706	CDS	411				hypothetical protein
FBJMCHFD_03707	CDS	207	ywpG_2			putative protein YwpG
FBJMCHFD_03708	CDS	342	ssbB_2		COG0629	Single-stranded DNA-binding protein B
FBJMCHFD_03709	CDS	777	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
FBJMCHFD_03710	CDS	858	ywpJ_2	3.1.3.-	COG0561	Phosphatase YwpJ
FBJMCHFD_03711	CDS	948	dbpA_5	3.6.4.13		ATP-dependent RNA helicase DbpA
FBJMCHFD_03712	CDS	1713	polX_2		COG1387	DNA polymerase/3'-5' exonuclease PolX
FBJMCHFD_03713	CDS	534				hypothetical protein
FBJMCHFD_03714	CDS	258	zapA_2		COG3027	Cell division protein ZapA
FBJMCHFD_03715	CDS	939	rnhC_2	3.1.26.4	COG1039	Ribonuclease HIII
FBJMCHFD_03716	CDS	2415	pheT_2	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
FBJMCHFD_03717	CDS	1035	pheS_2	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
FBJMCHFD_03718	CDS	747	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
FBJMCHFD_03719	CDS	216	sspI_2			Small, acid-soluble spore protein I
FBJMCHFD_03720	CDS	1107	cdaR_3		COG3835	Carbohydrate diacid regulator
FBJMCHFD_03721	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FBJMCHFD_03722	CDS	1335	lutA_4			Lactate utilization protein A
FBJMCHFD_03723	CDS	243				hypothetical protein
FBJMCHFD_03724	CDS	159				hypothetical protein
FBJMCHFD_03725	CDS	1797	cstA_2		COG1966	Peptide transporter CstA
FBJMCHFD_03726	CDS	1503	abfA_2	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
FBJMCHFD_03727	CDS	846	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
FBJMCHFD_03728	CDS	942	araP_2		COG1175	L-arabinose transport system permease protein AraP
FBJMCHFD_03729	CDS	1302	araN_2		COG1653	putative arabinose-binding protein
FBJMCHFD_03730	CDS	1185	egsA_2	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
FBJMCHFD_03731	CDS	810	araL_2	3.1.3.23	COG0647	Sugar-phosphatase AraL
FBJMCHFD_03732	CDS	690	araD_2	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
FBJMCHFD_03733	CDS	1683	araB_2	2.7.1.16	COG1069	Ribulokinase
FBJMCHFD_03734	CDS	1491	araA_2	5.3.1.4		L-arabinose isomerase
FBJMCHFD_03735	CDS	528	abnA_2	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
FBJMCHFD_03736	CDS	327	abnA_3	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
FBJMCHFD_03737	CDS	1086	ysdC_3	3.4.11.-	COG1363	Putative aminopeptidase YsdC
FBJMCHFD_03738	CDS	393	ysdB_2			Sigma-w pathway protein YsdB
FBJMCHFD_03739	CDS	270				hypothetical protein
FBJMCHFD_03740	CDS	360	rplT_2		COG0292	50S ribosomal protein L20
FBJMCHFD_03741	CDS	174	ynzD_1	3.1.3.-		Aspartyl-phosphate phosphatase YnzD
FBJMCHFD_03742	CDS	705				hypothetical protein
FBJMCHFD_03743	CDS	363	cheY_2		COG0784	Chemotaxis protein CheY
FBJMCHFD_03744	CDS	483				hypothetical protein
FBJMCHFD_03745	CDS	429				hypothetical protein
FBJMCHFD_03746	CDS	372	cotM_1		COG0071	Spore coat protein M
FBJMCHFD_03747	CDS	147	sspP_1			Small, acid-soluble spore protein P
FBJMCHFD_03748	CDS	147	sspO_1			Small, acid-soluble spore protein O
FBJMCHFD_03749	CDS	2727	citB_1	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
FBJMCHFD_03750	CDS	510	resA_2		COG0526	Thiol-disulfide oxidoreductase ResA
FBJMCHFD_03751	CDS	147	sspN_1			Small, acid-soluble spore protein N
FBJMCHFD_03752	CDS	243	tlp_1			Small, acid-soluble spore protein Tlp
FBJMCHFD_03753	CDS	417		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FBJMCHFD_03754	CDS	300				hypothetical protein
FBJMCHFD_03755	CDS	288				putative protein
FBJMCHFD_03756	CDS	582	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
FBJMCHFD_03757	CDS	408	yccU_1		COG1832	putative protein YccU
FBJMCHFD_03758	CDS	1968	parE_1	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
FBJMCHFD_03759	CDS	2424	parC_1	5.6.2.2		DNA topoisomerase 4 subunit A
FBJMCHFD_03760	CDS	126				hypothetical protein
FBJMCHFD_03761	CDS	354				hypothetical protein
FBJMCHFD_03762	CDS	1419	alsT_4		COG1115	Amino-acid carrier protein AlsT
FBJMCHFD_03763	CDS	957	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
FBJMCHFD_03764	CDS	1020	yjmD_1	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
FBJMCHFD_03765	CDS	636	kdgA_1		COG0800	KHG/KDPG aldolase
FBJMCHFD_03766	CDS	1077	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
FBJMCHFD_03767	CDS	837	uxuB_1	1.-.-.-	COG1028	putative oxidoreductase UxuB
FBJMCHFD_03768	CDS	1002	kdgR_1		COG1609	HTH-type transcriptional regulator KdgR
FBJMCHFD_03769	CDS	1272	exuT_1			Hexuronate transporter
FBJMCHFD_03770	CDS	816				hypothetical protein
FBJMCHFD_03771	CDS	609				hypothetical protein
FBJMCHFD_03772	CDS	1629				hypothetical protein
FBJMCHFD_03773	CDS	243				hypothetical protein
